,EUI,Score
4912,76.7,68
4913,78.0,78
4914,97.4,59
4915,110.9,23
4916,80.5,68
4917,99.5,42
4918,137.5,11
4919,78.5,69
4920,96.0,56
4921,129.9,21
4922,118.8,5
4923,48.9,99
4924,107.3,43
4925,114.5,4
4926,84.6,66
4927,49.2,88
4928,58.9,85
4929,82.9,38
4930,107.1,19
4931,73.1,60
4932,56.3,85
4933,85.3,55
4934,77.5,49
4935,97.7,56
4936,63.1,89
4937,86.9,90
4938,44.8,25
4939,71.0,54
4940,101.8,21
4941,84.5,53
4942,91.4,27
4943,62.7,93
4944,91.3,70
4945,89.5,59
4946,99.0,79
4947,37.9,100
4948,56.1,96
4949,82.8,92
4950,93.9,83
4951,82.1,49
4952,85.1,47
4953,103.7,58
4954,69.1,88
4955,116.1,73
4956,99.2,53
4957,84.6,43
4958,91.3,63
4959,66.3,59
4960,31.0,58
4961,75.8,78
4962,88.8,64
4963,81.3,20
4964,93.6,67
4965,82.4,28
4966,84.9,57
4967,115.5,26
4968,134.4,31
4969,73.4,85
4970,104.3,46
4971,66.7,90
4972,86.9,66
4973,41.4,98
4974,48.4,98
4975,91.3,56
4976,114.0,9
4977,83.0,77
4978,95.9,42
4979,41.3,37
4980,110.0,31
4981,89.6,62
4982,89.4,18
4983,126.7,21
4984,75.8,87
4985,82.7,74
4986,36.3,60
4987,115.0,13
4988,88.9,83
4989,100.5,81
4990,102.8,80
4991,101.0,23
4992,110.3,71
4993,104.4,76
4994,87.8,65
4995,143.4,4
4996,136.5,8
4997,52.8,99
4998,112.0,1
4999,99.3,56
5000,84.6,41
5001,110.5,39
5002,72.2,84
5003,96.8,68
5004,70.2,44
5005,99.1,11
5006,79.0,39
5007,63.5,68
5008,53.6,84
5009,44.1,99
5010,92.3,38
5011,57.9,76
5012,81.1,38
5013,63.7,81
5014,73.3,76
5015,109.7,35
5016,99.1,73
5017,58.4,82
5018,73.3,48
5019,58.4,74
5020,59.5,62
5021,77.9,93
5022,123.7,31
5023,68.5,60
5024,81.8,62
5025,59.6,99
5026,73.4,64
5027,71.4,96
5028,76.5,81
5029,76.1,85
5030,106.1,29
5031,78.1,63
5032,44.3,100
5033,95.2,51
5034,67.4,95
5035,57.7,94
5036,67.4,87
5037,76.4,76
5038,74.4,77
5039,81.8,79
5040,81.8,82
5041,61.5,94
5042,83.4,41
5043,106.4,50
5044,80.4,56
5045,66.6,66
5046,129.2,3
5047,105.3,19
5048,54.6,73
5049,60.6,68
5050,117.7,4
5051,70.0,58
5052,43.9,90
5053,98.0,42
5054,93.1,60
5055,100.8,78
5056,145.9,2
5057,80.4,64
5058,120.1,17
5059,142.7,2
5060,96.3,15
5061,77.7,53
5062,105.2,19
5063,104.5,1
5064,86.9,62
5065,35.2,100
5066,86.8,90
5067,84.7,82
5068,116.5,15
5069,31.1,85
5070,45.5,88
5071,75.6,65
5072,105.7,30
5073,57.6,10
5074,93.2,9
5075,78.6,89
5076,42.9,95
5077,108.3,29
5078,118.8,31
5079,85.5,1
5080,128.0,15
5081,54.4,94
5082,45.7,96
5083,77.1,66
5084,78.9,66
5085,50.9,20
5086,43.5,43
5087,29.3,83
5088,105.0,53
5089,92.2,75
5090,95.7,42
5091,110.8,22
5092,111.3,8
5093,126.4,2
5094,100.7,6
5095,39.5,96
5096,123.1,39
5097,128.2,4
5098,75.5,50
5099,59.7,76
5100,80.3,82
5101,96.2,51
5102,104.4,22
5103,78.6,81
5104,98.1,60
5105,68.7,83
5106,87.8,60
5107,83.1,47
5108,93.4,83
5109,45.7,100
5110,99.0,37
5111,134.4,1
5112,127.6,25
5113,88.6,68
5114,97.3,33
5115,122.9,66
5116,63.0,85
5117,38.0,80
5118,67.3,78
5119,92.3,86
5120,94.5,87
5121,71.3,7
5122,128.9,15
5123,115.2,18
5124,108.6,34
5125,142.2,23
5126,57.0,90
5127,82.2,67
5128,41.6,97
5129,62.1,71
5130,56.6,40
5131,79.9,86
5132,74.6,50
5133,82.4,8
5134,74.2,10
5135,84.3,38
5136,68.8,26
5137,117.4,16
5138,67.6,92
5139,100.3,28
5140,76.0,67
5141,51.8,97
5142,121.8,18
5143,28.0,100
5144,117.3,14
5145,89.2,55
5146,91.3,62
5147,105.5,22
5148,36.9,100
5149,94.4,38
5150,72.1,91
5151,98.4,30
5152,94.2,25
5153,99.2,27
5154,81.1,62
5155,116.0,15
5156,97.7,37
5157,142.3,4
5158,131.3,5
5159,127.0,10
5160,133.4,7
5161,125.8,14
5162,109.9,24
5163,100.6,30
5164,134.5,4
5165,138.9,5
5166,107.3,26
5167,123.6,11
5168,117.8,17
5169,117.4,11
5170,112.5,13
5171,116.3,17
5172,126.7,7
5173,112.1,13
5174,119.7,16
5175,95.7,40
5176,94.4,46
5177,93.0,37
5178,99.4,42
5179,85.7,58
5180,48.2,92
5181,90.6,58
5182,42.7,32
5183,122.7,13
5184,101.0,25
5185,112.8,23
5186,64.1,91
5187,60.3,3
5188,111.6,20
5189,127.4,11
5190,89.7,28
5191,61.1,89
5192,80.1,68
5193,58.3,63
5194,80.2,64
5195,115.4,11
5196,74.7,99
5197,61.4,99
5198,146.4,2
5199,51.3,90
5200,53.4,41
5201,37.8,100
5202,60.7,77
5203,69.3,65
5204,49.9,99
5205,44.1,99
5206,64.5,88
5207,41.4,98
5208,63.3,72
5209,68.5,96
5210,145.4,1
5211,71.6,82
5212,90.5,53
5213,103.9,36
5214,128.4,1
5215,81.5,51
5216,69.3,76
5217,67.0,96
5218,118.6,27
5219,80.9,57
5220,104.5,83
5221,83.1,29
5222,130.1,9
5223,110.8,34
5224,79.5,32
5225,126.1,82
5226,44.3,99
5227,39.0,100
5228,54.3,97
5229,89.0,20
5230,96.5,80
5231,66.1,73
5232,75.2,39
5233,84.0,62
5234,95.0,37
5235,89.1,49
5236,97.2,37
5237,88.2,3
5238,90.3,42
5239,85.6,46
5240,60.5,79
5241,113.6,29
5242,58.3,87
5243,97.2,42
5244,103.0,51
5245,120.1,1
5246,75.9,33
5247,111.5,16
5248,124.3,31
5249,83.7,66
5250,85.3,61
5251,71.7,75
5252,118.5,27
5253,128.3,42
5254,120.6,27
5255,60.2,83
5256,127.1,16
5257,78.6,81
5258,127.9,1
5259,74.3,66
5260,69.8,77
5261,79.9,56
5262,111.4,7
5263,59.4,88
5264,122.5,26
5265,117.8,22
5266,91.4,45
5267,82.7,54
5268,90.9,56
5269,98.4,82
5270,27.3,98
5271,93.4,39
5272,55.3,46
5273,68.2,33
5274,62.7,79
5275,107.8,17
5276,86.6,34
5277,51.0,11
5278,37.9,50
5279,118.0,34
5280,105.8,43
5281,39.8,43
5282,63.5,86
5283,56.8,99
5284,84.5,65
5285,99.4,47
5286,98.1,45
5287,92.4,49
5288,71.7,79
5289,99.1,51
5290,73.4,86
5291,88.0,54
5292,107.9,3
5293,89.3,3
5294,40.7,99
5295,126.5,2
5296,67.4,94
5297,132.1,21
5298,55.9,99
5299,55.9,79
5300,72.8,91
5301,117.8,30
5302,83.8,80
5303,80.1,52
5304,99.4,17
5305,140.1,1
5306,91.9,49
5307,75.5,51
5308,71.9,43
5309,61.8,94
5310,101.5,19
5311,40.0,94
5312,96.6,34
5313,80.7,62
5314,61.4,85
5315,64.9,79
5316,86.1,56
5317,87.9,54
5318,61.4,99
5319,135.7,13
5320,93.2,89
5321,68.7,100
5322,73.8,93
5323,115.1,13
5324,55.5,100
5325,35.9,95
5326,96.3,84
5327,89.0,36
5328,120.7,9
5329,95.2,55
5330,116.0,16
5331,99.3,24
5332,96.1,30
5333,98.1,63
5334,92.8,41
5335,84.6,60
5336,83.7,65
5337,97.5,26
5338,106.2,49
5339,109.2,50
5340,147.6,8
5341,69.3,86
5342,114.2,12
5343,95.8,53
5344,137.9,4
5345,86.9,45
5346,150.6,20
5347,36.0,94
5348,103.3,20
5349,72.0,50
5350,127.0,36
5351,104.6,17
5352,143.3,65
5353,118.7,21
5354,104.0,28
5355,110.7,36
5356,78.2,67
5357,127.3,15
5358,93.6,51
5359,85.2,49
5360,92.8,60
5361,100.7,46
5362,83.5,70
5363,133.4,11
5364,84.4,33
5365,85.7,60
5366,78.8,75
5367,128.1,27
5368,91.7,57
5369,87.5,52
5370,132.0,21
5371,129.6,21
5372,84.2,75
5373,145.1,1
5374,23.7,100
5375,57.8,98
5376,112.2,92
5377,97.4,48
5378,98.9,81
5379,48.6,97
5380,99.0,52
5381,112.1,36
5382,101.2,66
5383,122.0,8
5384,111.3,3
5385,72.0,57
5386,98.9,23
5387,80.2,37
5388,46.5,98
5389,132.6,3
5390,103.8,34
5391,90.6,75
5392,80.2,52
5393,88.1,21
5394,89.6,29
5395,88.1,13
5396,75.0,33
5397,41.6,97
5398,97.3,65
5399,53.8,54
5400,65.7,94
5401,61.6,93
5402,74.6,4
5403,80.9,36
5404,80.2,88
5405,54.3,77
5406,76.4,76
5407,53.9,88
5408,93.2,4
5409,76.9,13
5410,95.0,2
5411,99.8,12
5412,66.6,47
5413,64.2,52
5414,111.9,30
5415,71.6,93
5416,51.7,99
5417,55.4,94
5418,86.6,73
5419,59.9,98
5420,86.9,65
5421,84.3,37
5422,95.5,37
5423,74.8,38
5424,87.1,51
5425,109.3,28
5426,87.0,71
5427,134.8,2
5428,45.2,97
5429,59.5,68
5430,95.8,54
5431,77.7,73
5432,72.8,69
5433,88.7,33
5434,75.9,70
5435,98.0,59
5436,56.0,93
5437,106.3,45
5438,100.2,58
5439,98.0,40
5440,70.7,76
5441,102.5,68
5442,77.3,77
5443,72.6,71
5444,73.0,74
5445,56.1,95
5446,81.6,52
5447,78.0,70
5448,74.7,58
5449,114.7,32
5450,99.6,60
5451,64.5,94
5452,94.6,36
5453,116.9,32
5454,49.5,99
5455,59.1,97
5456,82.5,78
5457,71.1,87
5458,110.3,10
5459,85.4,75
5460,123.1,17
5461,85.7,37
5462,75.8,83
5463,78.5,82
5464,62.5,93
5465,72.8,82
5466,77.4,87
5467,119.0,33
5468,81.8,86
5469,66.8,33
5470,72.7,81
5471,132.5,6
5472,121.7,6
5473,65.1,54
5474,140.3,5
5475,83.8,72
5476,93.0,44
5477,66.7,52
5478,93.0,5
5479,100.9,50
5480,95.7,58
5481,136.8,51
5482,97.1,51
5483,103.3,52
5484,141.0,5
5485,140.2,13
5486,154.7,7
5487,139.6,12
5488,127.0,18
5489,73.9,78
5490,78.8,75
5491,36.0,99
5492,69.4,85
5493,74.9,75
5494,83.5,41
5495,66.9,82
5496,99.6,32
5497,72.3,79
5498,63.4,38
5499,85.8,44
5500,84.3,59
5501,72.4,65
5502,62.0,90
5503,79.2,67
5504,72.1,75
5505,67.7,82
5506,143.3,12
5507,79.8,68
5508,85.3,41
5509,82.2,46
5510,73.3,71
5511,106.2,24
5512,132.2,9
5513,80.4,58
5514,80.5,68
5515,62.5,97
5516,96.8,43
5517,92.9,44
5518,76.0,66
5519,100.3,33
5520,85.7,51
5521,119.9,15
5522,93.1,52
5523,67.6,87
5524,97.8,42
5525,102.8,18
5526,84.8,24
5527,79.0,40
5528,83.8,69
5529,125.5,12
5530,77.9,72
5531,117.2,19
5532,113.4,24
5533,79.8,76
5534,97.4,61
5535,133.2,10
5536,142.4,12
5537,30.9,73
5538,145.9,12
5539,126.2,27
5540,97.0,61
5541,97.3,56
5542,63.8,81
5543,68.1,79
5544,87.0,57
5545,135.8,19
5546,24.6,93
5547,62.8,80
5548,129.0,19
5549,50.3,19
5550,90.2,5
5551,45.7,32
5552,126.6,7
5553,144.7,12
5554,28.0,100
5555,24.5,69
5556,102.3,42
5557,68.8,80
5558,78.3,73
5559,63.0,90
5560,97.2,36
5561,87.1,59
5562,65.5,94
5563,104.8,49
5564,73.7,77
5565,79.9,69
5566,86.7,69
5567,87.6,56
5568,90.8,57
5569,78.9,22
5570,150.0,6
5571,134.6,17
5572,94.9,48
5573,101.1,45
5574,86.3,46
5575,133.0,6
5576,136.2,5
5577,79.9,74
5578,89.7,76
5579,85.4,77
5580,111.9,16
5581,96.0,34
5582,76.8,81
5583,77.9,65
5584,72.8,61
5585,97.1,39
5586,108.7,33
5587,134.8,4
5588,145.7,1
5589,83.6,47
5590,56.3,13
5591,98.1,7
5592,73.9,96
5593,107.9,22
5594,84.4,47
5595,87.5,77
5596,94.5,51
5597,105.7,35
5598,103.3,39
5599,93.8,55
5600,101.3,32
5601,85.0,63
5602,92.9,60
5603,70.7,78
5604,90.7,53
5605,91.5,63
5606,47.8,100
5607,105.1,53
5608,81.7,69
5609,118.1,37
5610,110.6,43
5611,113.7,36
5612,138.1,17
5613,123.7,20
5614,86.5,70
5615,100.5,32
5616,90.6,30
5617,90.0,68
5618,89.2,56
5619,78.3,55
5620,74.6,78
5621,99.9,46
5622,110.5,19
5623,153.8,5
5624,41.8,98
5625,76.9,46
5626,74.3,74
5627,92.4,40
5628,108.9,38
5629,141.6,7
5630,79.9,72
5631,126.3,7
5632,111.8,53
5633,92.5,69
5634,151.7,8
5635,82.9,64
5636,41.9,54
5637,98.7,64
5638,107.6,41
5639,80.6,67
5640,119.2,17
5641,115.3,12
5642,88.8,65
5643,70.0,92
5644,88.1,59
5645,85.2,68
5646,84.9,67
5647,79.3,74
5648,89.0,50
5649,69.2,84
5650,127.0,9
5651,106.6,36
5652,49.7,98
5653,50.3,100
5654,93.8,25
5655,137.1,5
5656,102.7,59
5657,79.2,75
5658,100.3,46
5659,70.9,78
5660,69.4,62
5661,59.4,80
5662,59.1,99
5663,111.3,13
5664,94.1,66
5665,95.4,66
5666,89.7,72
5667,92.3,69
5668,99.5,61
5669,91.2,71
5670,90.5,19
5671,82.7,3
5672,122.3,9
5673,91.1,50
5674,83.2,72
5675,124.4,8
5676,114.4,14
5677,93.2,68
5678,93.5,62
5679,56.6,79
5680,95.2,27
5681,74.2,64
5682,129.4,8
5683,64.3,93
5684,95.5,52
5685,85.5,95
5686,73.3,91
5687,39.7,100
5688,72.3,100
5689,149.5,65
5690,67.7,93
5691,74.8,68
5692,90.8,97
5693,60.7,99
5694,79.4,49
5695,65.4,82
5696,100.9,42
5697,74.0,68
5698,75.4,66
5699,69.7,74
5700,75.7,71
5701,97.3,44
5702,95.9,71
5703,70.5,90
5704,97.5,60
5705,107.0,47
5706,104.6,49
5707,85.1,67
5708,75.9,71
5709,82.9,80
5710,80.4,78
5711,103.3,57
5712,75.0,83
5713,85.5,77
5714,117.8,30
5715,70.6,86
5716,74.6,82
5717,117.0,51
5718,115.9,55
5719,106.7,51
5720,82.9,74
5721,105.2,49
5722,84.8,77
5723,93.1,63
5724,101.4,52
5725,85.5,66
5726,89.8,77
5727,67.9,63
5728,72.4,82
5729,83.8,72
5730,72.7,81
5731,58.2,94
5732,96.2,57
5733,102.8,26
5734,33.7,100
5735,90.1,54
5736,78.3,52
5737,75.1,67
5738,82.5,76
5739,39.6,100
5740,71.4,83
5741,93.0,68
5742,100.7,52
5743,147.7,13
5744,111.3,34
5745,111.1,52
5746,69.6,75
5747,66.7,51
5748,154.3,1
5749,102.7,60
5750,117.4,21
5751,93.1,59
5752,149.8,12
5753,129.0,12
5754,81.5,61
5755,122.2,33
5756,92.1,59
5757,136.7,65
5758,119.0,38
5759,82.4,76
5760,60.9,9
5761,111.6,1
5762,44.1,70
5763,75.6,60
5764,60.5,71
5765,41.9,36
5766,56.8,100
5767,59.3,60
5768,73.6,66
5769,59.9,58
5770,46.1,77
5771,99.9,25
5772,94.2,65
5773,74.6,65
5774,103.7,60
5775,58.8,78
5776,122.9,75
5777,31.7,76
5778,53.5,87
5779,66.7,2
5780,90.2,60
5781,76.9,39
5782,79.2,81
5783,30.0,99
5784,70.2,83
5785,87.7,50
5786,87.0,65
5787,141.1,1
5788,94.2,53
5789,105.0,3
5790,76.7,6
5791,65.1,81
5792,56.4,100
5793,26.9,100
5794,105.7,49
5795,100.2,5
5796,143.6,2
5797,120.2,2
5798,109.1,11
5799,113.8,20
5800,72.5,49
5801,146.6,2
5802,135.6,4
5803,71.1,77
5804,106.9,63
5805,31.4,100
5806,87.9,46
5807,144.5,2
5808,39.8,33
5809,89.3,58
5810,25.9,100
5811,71.5,46
5812,68.8,75
5813,69.1,96
5814,101.9,50
5815,124.6,32
5816,83.9,66
5817,104.2,3
5818,24.3,100
5819,91.0,93
5820,83.5,54
5821,101.6,54
5822,89.6,43
5823,70.4,90
5824,77.1,86
5825,131.9,29
5826,88.1,58
5827,75.2,12
5828,109.8,20
5829,92.0,30
5830,91.9,62
5831,108.7,40
5832,93.4,44
5833,112.6,40
5834,63.5,84
5835,78.6,67
5836,36.1,98
5837,48.3,95
5838,99.7,40
5839,28.9,92
5840,78.7,69
5841,31.2,84
5842,39.7,81
5843,109.8,23
5844,33.1,83
5845,101.5,82
5846,79.2,82
5847,85.7,21
5848,62.3,100
5849,93.1,66
5850,66.9,86
5851,75.6,84
5852,81.9,73
5853,75.4,69
5854,102.3,54
5855,68.5,82
5856,86.8,68
5857,83.9,68
5858,97.8,59
5859,82.8,67
5860,104.1,41
5861,72.0,70
5862,105.4,17
5863,81.1,50
5864,99.4,41
5865,100.1,45
5866,97.5,58
5867,76.2,75
5868,78.4,75
5869,83.3,81
5870,64.4,87
5871,44.3,99
5872,95.4,58
5873,100.0,56
5874,93.9,79
5875,38.7,100
5876,65.7,89
5877,105.1,50
5878,98.2,33
5879,93.9,55
5880,23.9,100
5881,85.6,83
5882,80.2,73
5883,43.9,100
5884,108.1,36
5885,24.1,100
5886,84.1,54
5887,106.1,22
5888,77.3,65
5889,88.9,49
5890,149.1,4
5891,104.9,18
5892,77.9,78
5893,83.9,44
5894,75.0,94
5895,66.0,25
5896,69.1,40
5897,87.3,50
5898,106.4,30
5899,105.6,26
5900,63.5,82
5901,54.0,93
5902,68.2,75
5903,82.7,60
5904,81.9,53
5905,65.7,83
5906,82.7,43
5907,124.1,47
5908,87.7,20
5909,153.6,21
5910,73.8,32
5911,97.3,59
5912,89.3,61
5913,79.7,78
5914,97.0,16
5915,115.8,4
5916,77.7,89
5917,80.6,27
5918,32.6,98
5919,31.9,100
5920,79.1,87
5921,76.0,90
5922,88.1,72
5923,66.4,44
5924,67.1,83
5925,94.5,65
5926,92.2,67
5927,91.3,69
5928,95.9,59
5929,92.1,69
5930,49.2,100
5931,73.2,42
5932,69.3,48
5933,109.6,31
5934,94.7,11
5935,61.7,59
5936,89.3,6
5937,62.4,63
5938,83.4,44
5939,114.9,28
5940,89.4,35
5941,44.9,97
5942,96.8,53
5943,89.3,57
5944,35.5,99
5945,66.9,75
5946,52.5,81
5947,95.9,66
5948,44.5,99
5949,118.3,21
5950,35.9,100
5951,82.8,28
5952,70.7,91
5953,64.1,64
5954,85.3,2
5955,88.8,47
5956,64.8,99
5957,83.0,84
5958,80.0,64
5959,27.0,100
5960,143.5,5
5961,107.1,23
5962,88.6,40
5963,87.6,84
5964,51.1,85
5965,94.7,23
5966,102.6,33
5967,79.9,11
5968,77.0,65
5969,85.8,51
5970,76.6,68
5971,107.2,30
5972,93.3,59
5973,128.7,12
5974,131.0,1
5975,93.5,30
5976,78.6,13
5977,83.9,56
5978,90.1,42
5979,41.0,99
5980,118.1,31
5981,104.9,61
5982,82.5,34
5983,38.1,78
5984,108.5,46
5985,93.0,55
5986,36.5,87
5987,88.5,6
5988,90.2,44
5989,38.4,47
5990,25.3,89
5991,55.8,16
5992,91.2,25
5993,97.5,39
5994,112.3,35
5995,85.9,65
5996,98.6,25
5997,84.1,69
5998,47.9,81
5999,47.7,81
6000,48.1,80
6001,128.4,11
6002,92.3,48
6003,65.8,89
6004,76.0,66
6005,97.8,43
6006,82.6,68
6007,104.6,43
6008,107.6,38
6009,87.4,29
6010,137.3,14
6011,110.3,26
6012,87.2,57
6013,81.9,76
6014,97.0,24
6015,57.2,90
6016,43.8,86
6017,64.9,53
6018,77.2,21
6019,43.7,96
6020,75.6,73
6021,54.0,85
6022,42.7,94
6023,81.7,55
6024,127.5,6
6025,92.7,38
6026,72.4,68
6027,129.4,4
6028,64.5,74
6029,112.1,16
6030,53.5,81
6031,67.8,60
6032,138.5,3
6033,88.1,30
6034,119.9,8
6035,74.8,54
6036,101.7,18
6037,139.9,3
6038,55.4,82
6039,30.6,100
6040,56.4,83
6041,51.0,92
6042,133.3,6
6043,98.8,36
6044,62.5,88
6045,77.8,70
6046,108.6,26
6047,100.4,11
6048,104.5,21
6049,98.5,27
6050,110.3,31
6051,118.6,48
6052,89.8,26
6053,110.5,28
6054,95.3,37
6055,117.0,27
6056,85.7,66
6057,84.7,63
6058,113.4,44
6059,79.8,69
6060,53.8,33
6061,36.3,72
6062,81.9,63
6063,63.9,93
6064,100.8,44
6065,39.0,17
6066,89.5,22
6067,122.4,1
6068,66.6,85
6069,73.6,57
6070,66.1,65
6071,100.5,27
6072,32.1,100
6073,83.4,57
6074,102.8,13
6075,133.4,13
6076,123.3,13
6077,141.8,30
6078,100.4,18
6079,70.1,53
6080,121.6,36
6081,93.0,48
6082,93.4,63
6083,91.7,34
6084,83.2,69
6085,106.9,28
6086,84.1,55
6087,119.1,37
6088,53.8,91
6089,91.9,39
6090,68.6,89
6091,78.9,45
6092,89.1,51
6093,74.1,30
6094,85.7,43
6095,147.7,22
6096,73.9,91
6097,103.4,9
6098,60.2,98
6099,71.3,40
6100,58.4,99
6101,52.4,38
6102,89.3,5
6103,98.9,94
6104,113.1,29
6105,102.1,36
6106,137.5,16
6107,97.5,34
6108,48.3,97
6109,118.2,32
6110,70.6,46
6111,70.6,50
6112,147.9,8
6113,107.0,27
6114,69.1,84
6115,52.4,100
6116,70.7,82
6117,31.4,86
6118,33.3,81
6119,39.3,61
6120,28.8,92
